id,nombre_cientifico,categoria,categoria2,grupo,clasificacion_FAO,cultivo,origen_et,origen,vulnerabilidad_et,vulnerabilidad,imp_economica_org,imp_economica_org_et,seg_alimentaria_org,seg_alimentaria_org_et,incertidumbre,incertidumbre_et,imp_economica,imp_economica_et,pool_imp_economica,seg_alimentaria,seg_alimentaria_et,pool_imp_sa,int_banco,int_banco_et,un_catalogo,un_estado_conservacion,est_conservacion_BGRL,vulnerabilidad,un_origen,un_habito,un_region_biogeografica,un_elevacion_msnm,un_departamentos,origen_x_regiones,tipo_origen,fuente_lista,clasificacion_FAO,ciclocultivo,int_economico_colombia,accesiones,sistema_conservacion,existe_banco,especies_cercanas_genoma,seguridad_alimentaria,accion_prioritaria,costo,catalogo_plantas_colombia,plan_nacional_sa,reg_mincultura,nombre_comun,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,promedio_p,AC1,AC2,AC3,AC4,AC5,AC6,AC7,AC8,AC9,AC10,AC11,prom_ac,VP1,VP2,VP3,VP4,VP5,VP6,VP7,VP8,VP9,VP10,prom_vp,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,rendimiento,valor_produccion_h,porc_municipios,exportaciones_cneta,Valor_FOB _Exportaciones(COP),Valor_FOB_Exportaciones(COP-kg),Importaciones_Cantidad neta (t),Valor_FOB_Importaciones(COP),Valor_CIF_Importaciones(COP),Valor_FOB_Importaciones(COP-kg),Valor_CIF_Importaciones_(COP-kg),Grado_de_suficiencia,proxy_Consumo_aparente_Nacional,Indicador_de_generación_de_divisas(Exportaciones-Producción),Porcentaje_valor_FOB_exportaciones_totales,Porcentaje_valor_CIF_de_Importaciones,indice_lafay,calcio_precio,hierro_precio,pesos-Sodio promedio,pesos-Fósforo promedio,pesos-Yodo promedio,pesos-Flúor promedio,zinc_precio,pesos-Manganeso promedio,pesos-Magnesio promedio,pesos-Potasio promedio,energia_precio,pesos-Energía (kj),pesos-Humedad promedio,pesos-Proteína promedio,pesos-Lípidos promedio,pesos-Cenizas promedio,pesos-Fibra dietaria promedio,Consumo_alimentos,Aporte promedio diario de Calcio (mg/día),Aporte promedio diario de Hierro (mg/día),Aporte promedio diario de Zinc (mg/día),Aporte promedio diario de Energía (kcal/día),Calcio,TipoCalcio,Zinc,TipoZinc,Hierro,TipoHierro,Energia,TipoEnerg
314,Physalis floridana*Physalis pubescens,BGV List,BGVCOL,NA,Fruits and nuts,Uchuva,Close,45,NotEvaluated,0,8,Undetermined,8,Undetermined,90,Alta,79.7,High,GP,33.92,Low,GP,32.3,Low,No results on catalogoplantasdecolombia.unal.edu.co,NA,No result,NotEvaluated,NA,NA,NA,NA,NA,Central America y Mexico,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,Physalis fuscomaculata,BGV List,BGVCOL,NA,Fruits and nuts,Uchuva,Distant,20,NotEvaluated,0,8,Undetermined,8,Undetermined,90,Alta,79.7,High,GP,33.92,Low,GP,32.3,Low,No results on catalogoplantasdecolombia.unal.edu.co,NA,No result,NotEvaluated,NA,NA,NA,NA,NA,Europe,Introducida,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,Physalis mendocina,BGV List,BGVCOL,NA,Fruits and nuts,Uchuva,Close,45,NotEvaluated,0,8,Undetermined,8,Undetermined,90,Alta,79.7,High,GP,33.92,Low,GP,32.3,Low,No results on catalogoplantasdecolombia.unal.edu.co,NA,No result,NotEvaluated,NA,NA,NA,NA,NA,Central America y Mexico,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,Physalis mexicana,BGV List,BGVCOL,NA,Fruits and nuts,Uchuva,Close,45,NotEvaluated,0,8,Undetermined,8,Undetermined,90,Alta,79.7,High,GP,33.92,Low,GP,32.3,Low,No results on catalogoplantasdecolombia.unal.edu.co,NA,No result,NotEvaluated,NA,NA,NA,NA,NA,Central America y Mexico,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,Physalis philadelphica,BGV List,BGVCOL,NA,Fruits and nuts,Uchuva,Close,45,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,79.7,High,GP,33.92,Low,GP,32.3,Low,No results on catalogoplantasdecolombia.unal.edu.co,NA,Least concern,MinorConcern,NA,NA,NA,NA,NA,Central America y Mexico,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,Physalis pruinosa,BGV List,BGVCOL,NA,Fruits and nuts,Uchuva,Close,45,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,79.7,High,GP,33.92,Low,GP,32.3,Low,No results on catalogoplantasdecolombia.unal.edu.co,NA,Least concern,MinorConcern,NA,NA,NA,NA,NA,Central America y Mexico,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,Physalis viscosa,BGV List,BGVCOL,NA,Fruits and nuts,Uchuva,Local,70,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,79.7,High,GP,33.92,Low,GP,72.3,Medium,No results on catalogoplantasdecolombia.unal.edu.co,NA,Least concern,MinorConcern,NA,NA,NA,NA,NA,Tropical South America,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,Psidium friedrichsthalianum,BGV List,BGVCOL,NA,Fruits and nuts,Guayaba,Local,70,NotEvaluated,0,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,55,Medium,No results on catalogoplantasdecolombia.unal.edu.co,NA,No result,NotEvaluated,NA,NA,NA,NA,NA,Tropical South America,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,Rubus niveus,BGV List,BGVCOL,NA,Fruits and nuts,Mora,Distant,20,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,30,Low,PCG,8,Undetermined,No,15,Low,No results on catalogoplantasdecolombia.unal.edu.co,NA,Least concern,MinorConcern,NA,NA,NA,NA,NA,South Asia,Introducida,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,Sesamum indicum,BGV List,BGVCOL,Oleaginosas,Oilseed crops,Ajonjolí,Distant,20,NotEvaluated,0,8,Undetermined,33.92,Low,90,Alta,8,Undetermined,No,33.92,Low,No,24.34,Low,No results on catalogoplantasdecolombia.unal.edu.co,NA,No result,NotEvaluated,NA,NA,NA,NA,NA,West Asia,Introducida,Listado EVA's (MADR),Oilseed crops,Transitorio,NA,NA,cavas,1,NA,NA,NA,NA,*Sesasum orientale,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,Sicana odorifera,BGV List,BGVCOL,NA,Vegetables and melons,Cucurbitaceas,Local,70,NotEvaluated,0,8,Undetermined,8,Undetermined,90,Alta,52.36,Medium,GP,57.5,Medium,GP,69.12,Medium,Yes,Not Evaluated,No result,NotEvaluated,Cultivated,NA,NA,NA,NA,Tropical South America,Nativa,NA,Vegetables and melons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,Solanum amotapense,BGV List,BGVCOL,NA,Vegetables and melons,Tomate de árbol,Local,70,Threatened ,75,8,Undetermined,8,Undetermined,90,Alta,57.12,Medium,GP,57.5,Medium,GP,100,High,No results on catalogoplantasdecolombia.unal.edu.co,NA,Vulnerable,Threatened,NA,NA,NA,NA,NA,Andes,Nativa,NA,Vegetables and melons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.263157869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,Solanum andreanum,BGV List,BGVCOL,NA,Root/tuber crops with high starch or inulin conten,Papa,Local,70,NotEvaluated,0,8,Undetermined,8,Undetermined,90,Alta,70.27,High,GP,70,High,GP,92.28,High,Yes,Not Evaluated,No result,NotEvaluated,Native,NA,NA,NA,NA,Tropical South America,Nativa,NA,Root/tuber crops with high starch or inulin conten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,Solanum antipoviczii,BGV List,BGVCOL,NA,Root/tuber crops with high starch or inulin conten,Papa,Close,45,NotEvaluated,0,8,Undetermined,8,Undetermined,90,Alta,70.27,High,GP,70,High,GP,57.28,Medium,No results on catalogoplantasdecolombia.unal.edu.co,NA,No result,NotEvaluated,NA,NA,NA,NA,NA,Central America y Mexico,Nativa,NA,Root/tuber crops with high starch or inulin conten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,Solanum atropurpureum,BGV List,BGVCOL,NA,Vegetables and melons,Lulo,Local,70,NotEvaluated,0,8,Undetermined,8,Undetermined,90,Alta,50,Medium,GP,50,Medium,GP,55,Medium,Yes,Not Evaluated,No result,NotEvaluated,Native,NA,NA,NA,NA,Tropical South America,Nativa,NA,Vegetables and melons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,Solanum candolleanum,BGV List,BGVCOL,NA,Root/tuber crops with high starch or inulin conten,Papa,Local,70,NotEvaluated,0,8,Undetermined,8,Undetermined,90,Alta,70.27,High,GP,70,High,GP,92.28,High,No results on catalogoplantasdecolombia.unal.edu.co,NA,No result,NotEvaluated,NA,NA,NA,NA,NA,Tropical South America,Nativa,NA,Root/tuber crops with high starch or inulin conten,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.9666665,20.64444434,NA,NA,NA,NA,37.1599998,1.976595734,NA,NA,2.143021903,92.89999951,928.9999951,232.2499988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,Solanum capsicoides,BGV List,BGVCOL,NA,Vegetables and melons,Lulo,Local,70,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,50,Medium,GP,50,Medium,GP,15,Low,Yes,Not Evaluated,Least concern,MinorConcern,Native,NA,NA,NA,NA,Tropical South America,Nativa,NA,Vegetables and melons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,Solanum cardiophyllum,BGV List,BGVCOL,NA,Root/tuber crops with high starch or inulin conten,Papa,Close,45,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,70.27,High,GP,70,High,GP,57.28,Medium,No results on catalogoplantasdecolombia.unal.edu.co,NA,Least concern,MinorConcern,NA,NA,NA,NA,NA,Central America y Mexico,Nativa,NA,Root/tuber crops with high starch or inulin conten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,Solanum caripense,BGV List,BGVCOL,NA,Vegetables and melons,Lulo,Local,70,NotEvaluated,0,8,Undetermined,8,Undetermined,90,Alta,50,Medium,GP,50,Medium,GP,55,Medium,Yes,Not Evaluated,No result,NotEvaluated,Native,NA,NA,NA,NA,Tropical South America,Nativa,NA,Vegetables and melons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,Solanum chrenhkigii,BGV List,BGVCOL,NA,Root/tuber crops with high starch or inulin conten,Papa,Close,45,NotEvaluated,0,8,Undetermined,8,Undetermined,90,Alta,70.27,High,GP,70,High,GP,57.28,Medium,No results on catalogoplantasdecolombia.unal.edu.co,NA,No result,NotEvaluated,NA,NA,NA,NA,NA,NA,NA,NA,Root/tuber crops with high starch or inulin conten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,Solanum colombianum,BGV List,BGVCOL,NA,Root/tuber crops with high starch or inulin conten,Papa,Local,70,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,70.27,High,GP,70,High,GP,92.28,High,Yes,Least concern,No result,MinorConcern,Native,NA,NA,NA,NA,Tropical South America,Introducida,NA,Root/tuber crops with high starch or inulin conten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,Solanum commersonii,BGV List,BGVCOL,NA,Root/tuber crops with high starch or inulin conten,Papa,Local,70,NotEvaluated,0,8,Undetermined,8,Undetermined,90,Alta,70.27,High,GP,70,High,GP,92.28,High,No results on catalogoplantasdecolombia.unal.edu.co,NA,No result,NotEvaluated,NA,NA,NA,NA,NA,Tropical South America,Nativa,NA,Root/tuber crops with high starch or inulin conten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,Solanum corymbiflorum,BGV List,BGVCOL,NA,Fruit and nuts,Tomate de árbol,Local,70,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,57.12,Medium,GP,57.5,Medium,GP,69.12,Medium,No results on catalogoplantasdecolombia.unal.edu.co,NA,Least concern,MinorConcern,NA,NA,NA,NA,NA,Tropical South America,Introducida,NA,Fruit and nuts,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,Solanum curtilobum,BGV List,BGVCOL,NA,Root/tuber crops with high starch or inulin conten,Papa,Local,70,NotEvaluated,0,8,Undetermined,8,Undetermined,90,Alta,70.27,High,GP,70,High,GP,92.28,High,No results on catalogoplantasdecolombia.unal.edu.co,NA,No result,NotEvaluated,NA,NA,NA,NA,NA,Andes,Nativa,NA,Root/tuber crops with high starch or inulin conten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,Solanum demissum,BGV List,BGVCOL,NA,Root/tuber crops with high starch or inulin conten,Papa,Close,45,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,70.27,High,GP,70,High,GP,57.28,Medium,No results on catalogoplantasdecolombia.unal.edu.co,NA,Least concern,MinorConcern,NA,NA,NA,NA,NA,Central America y Mexico,Nativa,NA,Root/tuber crops with high starch or inulin conten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
