id,nombre_cientifico,categoria,categoria2,grupo,clasificacion_FAO,cultivo,origen_et,origen,vulnerabilidad_et,vulnerabilidad,imp_economica_org,imp_economica_org_et,seg_alimentaria_org,seg_alimentaria_org_et,incertidumbre,incertidumbre_et,imp_economica,imp_economica_et,pool_imp_economica,seg_alimentaria,seg_alimentaria_et,pool_imp_sa,int_banco,int_banco_et,un_catalogo,un_estado_conservacion,est_conservacion_BGRL,vulnerabilidad,un_origen,un_habito,un_region_biogeografica,un_elevacion_msnm,un_departamentos,origen_x_regiones,tipo_origen,fuente_lista,clasificacion_FAO,ciclocultivo,int_economico_colombia,accesiones,sistema_conservacion,existe_banco,especies_cercanas_genoma,seguridad_alimentaria,accion_prioritaria,costo,catalogo_plantas_colombia,plan_nacional_sa,reg_mincultura,nombre_comun,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,promedio_p,AC1,AC2,AC3,AC4,AC5,AC6,AC7,AC8,AC9,AC10,AC11,prom_ac,VP1,VP2,VP3,VP4,VP5,VP6,VP7,VP8,VP9,VP10,prom_vp,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,rendimiento,valor_produccion_h,porc_municipios,exportaciones_cneta,Valor_FOB _Exportaciones(COP),Valor_FOB_Exportaciones(COP-kg),Importaciones_Cantidad neta (t),Valor_FOB_Importaciones(COP),Valor_CIF_Importaciones(COP),Valor_FOB_Importaciones(COP-kg),Valor_CIF_Importaciones_(COP-kg),Grado_de_suficiencia,proxy_Consumo_aparente_Nacional,Indicador_de_generación_de_divisas(Exportaciones-Producción),Porcentaje_valor_FOB_exportaciones_totales,Porcentaje_valor_CIF_de_Importaciones,indice_lafay,calcio_precio,hierro_precio,pesos-Sodio promedio,pesos-Fósforo promedio,pesos-Yodo promedio,pesos-Flúor promedio,zinc_precio,pesos-Manganeso promedio,pesos-Magnesio promedio,pesos-Potasio promedio,energia_precio,pesos-Energía (kj),pesos-Humedad promedio,pesos-Proteína promedio,pesos-Lípidos promedio,pesos-Cenizas promedio,pesos-Fibra dietaria promedio,Consumo_alimentos,Aporte promedio diario de Calcio (mg/día),Aporte promedio diario de Hierro (mg/día),Aporte promedio diario de Zinc (mg/día),Aporte promedio diario de Energía (kcal/día),Calcio,TipoCalcio,Zinc,TipoZinc,Hierro,TipoHierro,Energia,TipoEnerg
287,Panicum miliaceum,BGV List,BGVCOL,NA,Cereals,Millo,Distant,20,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,Yes,Not Evaluated,Least concern,MinorConcern,Cultivated,NA,NA,NA,NA,East Asia,Introducida,NA,Cereals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,Passiflora adenopoda,BGV List,BGVCOL,NA,Fruits and nuts,Passifloras,Local,70,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,Yes,Least concern,Least concern,MinorConcern,Native,NA,NA,NA,NA,Andes,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,Passiflora alata,BGV List,BGVCOL,NA,Fruits and nuts,Passifloras,Local,70,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,Yes,Not Evaluated,Least concern,MinorConcern,Cultivated,NA,NA,NA,NA,Tropical South America,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,Passiflora alnifolia,BGV List,BGVCOL,NA,Fruits and nuts,Passifloras,Local,70,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,Yes,Least concern,Least concern,MinorConcern,Native,NA,NA,NA,NA,Tropical South America,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,Passiflora antioquiensis,BGV List,BGVCOL,NA,Fruits and nuts,Passifloras,Local,70,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,Yes,Not Evaluated,Least concern,MinorConcern,Native & cultivated (endemic),NA,NA,NA,NA,Tropical South America,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,Passiflora apoda,BGV List,BGVCOL,NA,Fruits and nuts,Passifloras,Local,70,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,Yes,Least concern,Least concern,MinorConcern,Native (endemic),NA,NA,NA,NA,Tropical South America,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,Passiflora cumbalensis,BGV List,BGVCOL,NA,Fruits and nuts,Passifloras,Local,70,Threatened ,75,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,55,Medium,Yes,Least concern,Vulnerable,Threatened,Native,NA,NA,NA,NA,Tropical South America,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,Passiflora foetida,BGV List,BGVCOL,NA,Fruits and nuts,Passifloras,Local,70,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,Yes,Least concern,Least concern,MinorConcern,Native,NA,NA,NA,NA,Tropical South America,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,Passiflora gracilis,BGV List,BGVCOL,NA,Fruits and nuts,Passifloras,Local,70,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,Yes,Not Evaluated,Least concern,MinorConcern,Native,NA,NA,NA,NA,Tropical South America,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,Passiflora hahnii,BGV List,BGVCOL,NA,Fruits and nuts,Passifloras,Close,45,NotEvaluated,0,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,No results on catalogoplantasdecolombia.unal.edu.co,NA,No result,NotEvaluated,NA,NA,NA,NA,NA,Central America y Mexico,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,Passiflora jardinensis,BGV List,BGVCOL,NA,Fruits and nuts,Passifloras,Local,70,Threatened ,75,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,55,Medium,Yes,Vulnerable,Vulnerable,Threatened,Native (endemic),NA,NA,NA,NA,Tropical South America,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,Passiflora laurifolia,BGV List,BGVCOL,NA,Fruits and nuts,Passifloras,Local,70,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,Yes,Least concern,Least concern,MinorConcern,Native,NA,NA,NA,NA,Tropical South America,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,Passiflora manicata,BGV List,BGVCOL,NA,Fruits and nuts,Passifloras,Local,70,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,Yes,Least concern,Least concern,MinorConcern,Native,NA,NA,NA,NA,Tropical South America,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,Passiflora mixta,BGV List,BGVCOL,NA,Fruits and nuts,Passifloras,Local,70,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,Yes,Least concern,Least concern,MinorConcern,Native & cultivated,NA,NA,NA,NA,Tropical South America,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,Passiflora mollissima,BGV List,BGVCOL,NA,Fruits and nuts,Passifloras,Local,70,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,Yes,Least concern,No result,MinorConcern,Native & cultivated,NA,NA,NA,NA,Tropical South America,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,Passiflora pinnatistipula,BGV List,BGVCOL,NA,Fruits and nuts,Passifloras,Local,70,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,Yes,Least concern,Least concern,MinorConcern,Cultivated,NA,NA,NA,NA,Tropical South America,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,Passiflora sanguinolenta,BGV List,BGVCOL,NA,Fruits and nuts,Passifloras,Local,70,NotEvaluated,0,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,55,Medium,No results on catalogoplantasdecolombia.unal.edu.co,NA,No result,NotEvaluated,NA,NA,NA,NA,NA,Tropical South America,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,Passiflora tiliifolia,BGV List,BGVCOL,NA,Fruits and nuts,Passifloras,Local,70,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,Yes,Least concern,Least concern,MinorConcern,Native,NA,NA,NA,NA,Tropical South America,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,passiflora tripartita,BGV List,BGVCOL,NA,Fruits and nuts,Passifloras,Local,70,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,Yes,Least concern,Least concern,MinorConcern,Native & cultivated,NA,NA,NA,NA,Tropical South America,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,Passiflora vitifolia,BGV List,BGVCOL,NA,Fruits and nuts,Passifloras,Local,70,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,Yes,Least concern,Least concern,MinorConcern,Native,NA,NA,NA,NA,Tropical South America,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,Pennisetum glaucum* Cenchrus americanus,BGV List,BGVCOL,NA,Cereals,Millo,Distant,20,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,Yes,Not Evaluated,Least concern,MinorConcern,Naturalized,NA,NA,NA,NA,West Asia,Introducida,NA,Cereals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,Phaseolus lunatus,BGV List,BGVCOL,NA,Leguminous crops,Frijol,Local,70,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,50,Medium,GP,70,High,GP,55,Medium,Yes,Not Evaluated,Least concern,MinorConcern,Native,NA,NA,NA,NA,Tropical South America,Nativa,NA,Leguminous crops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,Physalis aequata* Physalis ixocarpa,BGV List,BGVCOL,NA,Fruits and nuts,Uchuva,Close,45,NotEvaluated,0,8,Undetermined,8,Undetermined,90,Alta,79.7,High,GP,33.92,Low,GP,32.3,Low,No results on catalogoplantasdecolombia.unal.edu.co,NA,No result,NotEvaluated,NA,NA,NA,NA,NA,Central America y Mexico,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,Physalis alkekengi,BGV List,BGVCOL,NA,Fruits and nuts,Uchuva,Distant,20,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,79.7,High,GP,33.92,Low,GP,32.3,Low,No results on catalogoplantasdecolombia.unal.edu.co,NA,Least concern,MinorConcern,NA,NA,NA,NA,NA,Southeast Europe,Introducida,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,Physalis angulata,BGV List,BGVCOL,NA,Fruits and nuts,Uchuva,Distant,20,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,79.7,High,GP,33.92,Low,GP,32.3,Low,Yes,Least concern,Least concern,MinorConcern,Native,NA,NA,NA,NA,North America,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,Physalis coztomatl,BGV List,BGVCOL,NA,Fruits and nuts,Uchuva,Local,70,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,79.7,High,GP,33.92,Low,GP,72.3,Medium,No results on catalogoplantasdecolombia.unal.edu.co,NA,Least concern,MinorConcern,NA,NA,NA,NA,NA,Tropical South America,Nativa,NA,Fruits and nuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
